id,text,vertical_id,query_type,complexity,status,search_context_size,prompt_tokens,completion_tokens,total_tokens,request_cost,total_cost,processed_at,error_message,retry_count,created_at,updated_at,vertical_name,vertical_category,response_content_length
3969,solo travel alternatives comparison,19,comparison,medium,completed,low,5.0,636.0,641.0,0.005,0.005641,2025-08-07 12:56:12.924890,,0,2025-08-07 00:33:35,2025-08-07 12:56:12,travel,Travel,4375.0
3970,Comparing budget travel solutions for multi-channel attribution,19,comparison,complex,completed,low,9.0,424.0,433.0,0.005,0.005433,2025-08-07 12:56:27.685931,,0,2025-08-07 00:33:35,2025-08-07 12:56:27,travel,Travel,2369.0
3971,Best travel planning tools for professionals,19,best,simple,completed,low,6.0,282.0,288.0,0.005,0.005288,2025-08-07 12:56:32.854048,,0,2025-08-07 00:33:35,2025-08-07 12:56:32,travel,Travel,1543.0
3972,What are the best budget travel for enterprise solutions?,19,best,medium,completed,low,10.0,406.0,416.0,0.005,0.005416,2025-08-07 12:56:40.893113,,0,2025-08-07 00:33:35,2025-08-07 12:56:40,travel,Travel,2247.0
3973,How to optimize with budget travel?,19,how_to,medium,completed,low,7.0,340.0,347.0,0.005,0.005347,2025-08-07 12:56:53.719411,,0,2025-08-07 00:33:35,2025-08-07 12:56:53,travel,Travel,1713.0
3974,hotel comparison: which is better?,19,comparison,simple,completed,low,7.0,452.0,459.0,0.005,0.005459,2025-08-07 12:57:02.502635,,0,2025-08-07 00:33:35,2025-08-07 12:57:02,travel,Travel,2531.0
3975,Difference between {concept_a} and {concept_b},19,comparison,simple,completed,low,11.0,282.0,293.0,0.005,0.005293,2025-08-07 12:57:10.562976,,0,2025-08-07 00:33:35,2025-08-07 12:57:10,travel,Travel,1567.0
3976,{service} pros and cons,19,review,simple,completed,low,6.0,390.0,396.0,0.005,0.005396,2025-08-07 12:57:16.860649,,0,2025-08-07 00:33:35,2025-08-07 12:57:16,travel,Travel,2045.0
3977,luxury travel comparison: which is better?,19,comparison,complex,completed,low,9.0,321.0,330.0,0.005,0.00533,2025-08-07 12:57:23.270935,,0,2025-08-07 00:33:35,2025-08-07 12:57:23,travel,Travel,1622.0
3978,tourism reviews and ratings,19,review,simple,completed,low,5.0,418.0,423.0,0.005,0.005423,2025-08-07 12:57:31.044792,,0,2025-08-07 00:33:35,2025-08-07 12:57:31,travel,Travel,2141.0
3979,budget travel comparison: which is better?,19,comparison,medium,completed,low,8.0,376.0,384.0,0.005,0.005384,2025-08-07 12:57:38.798572,,0,2025-08-07 00:33:35,2025-08-07 12:57:38,travel,Travel,2001.0
3980,What are the best luxury travel for e-commerce?,19,best,medium,completed,low,10.0,555.0,565.0,0.005,0.005565,2025-08-07 12:57:54.222020,,0,2025-08-07 00:33:35,2025-08-07 12:57:54,travel,Travel,2729.0
3981,Best luxury travel tools for small business,19,best,simple,completed,low,7.0,384.0,391.0,0.005,0.005391,2025-08-07 12:58:00.896044,,0,2025-08-07 00:33:35,2025-08-07 12:58:00,travel,Travel,2108.0
3982,User reviews of destination,19,review,complex,completed,low,4.0,296.0,300.0,0.005,0.0053,2025-08-07 12:58:08.907415,,0,2025-08-07 00:33:35,2025-08-07 12:58:08,travel,Travel,1707.0
3983,Top 5 travel planning in 2024,19,best,simple,completed,low,9.0,366.0,375.0,0.005,0.005375,2025-08-07 12:58:22.933681,,0,2025-08-07 00:33:35,2025-08-07 12:58:22,travel,Travel,1697.0
3984,In-depth {product} analysis,19,review,medium,completed,low,6.0,509.0,515.0,0.005,0.005515,2025-08-07 12:58:35.454354,,0,2025-08-07 00:33:35,2025-08-07 12:58:35,travel,Travel,2670.0
3985,Difference between {concept_a} and {concept_b},19,comparison,medium,completed,low,11.0,204.0,215.0,0.005,0.005215,2025-08-07 12:58:39.797508,,0,2025-08-07 00:33:35,2025-08-07 12:58:39,travel,Travel,1089.0
3986,Difference between {concept_a} and {concept_b},19,comparison,simple,completed,low,11.0,396.0,407.0,0.005,0.005407,2025-08-07 12:58:55.434403,,0,2025-08-07 00:33:35,2025-08-07 12:58:55,travel,Travel,2402.0
3987,How to optimize tourism for growth?,19,how_to,simple,completed,low,7.0,311.0,318.0,0.005,0.005318,2025-08-07 12:59:02.362793,,0,2025-08-07 00:33:35,2025-08-07 12:59:02,travel,Travel,1824.0
3988,Difference between luxury travel and travel planning,19,comparison,complex,completed,low,7.0,338.0,345.0,0.005,0.005345,2025-08-07 12:59:09.217245,,0,2025-08-07 00:33:35,2025-08-07 12:59:09,travel,Travel,1968.0
3989,In-depth {product} analysis,19,review,medium,completed,low,6.0,497.0,503.0,0.005,0.005503,2025-08-07 12:59:21.467636,,0,2025-08-07 00:33:35,2025-08-07 12:59:21,travel,Travel,2744.0
3990,How to implement vacation strategy?,19,how_to,simple,completed,low,6.0,358.0,364.0,0.005,0.005364,2025-08-07 12:59:39.030574,,0,2025-08-07 00:33:35,2025-08-07 12:59:39,travel,Travel,1776.0
3991,Comprehensive luxury travel resource,19,guide,medium,completed,low,5.0,412.0,417.0,0.005,0.005417,2025-08-07 12:59:44.653074,,0,2025-08-07 00:33:35,2025-08-07 12:59:44,travel,Travel,2160.0
3992,User reviews of {platform},19,review,simple,completed,low,6.0,331.0,337.0,0.005,0.005337,2025-08-07 12:59:49.787951,,0,2025-08-07 00:33:35,2025-08-07 12:59:49,travel,Travel,1809.0
3993,Best luxury travel tools for agencies,19,best,medium,completed,low,6.0,375.0,381.0,0.005,0.005381,2025-08-07 12:59:59.043004,,0,2025-08-07 00:33:35,2025-08-07 12:59:59,travel,Travel,2162.0
3994,How to implement solo travel strategy?,19,how_to,complex,completed,low,7.0,297.0,304.0,0.005,0.005304,2025-08-07 13:00:08.513483,,0,2025-08-07 00:33:35,2025-08-07 13:00:08,travel,Travel,1497.0
3995,Difference between {concept_a} and {concept_b},19,comparison,medium,completed,low,11.0,308.0,319.0,0.005,0.005319,2025-08-07 13:00:17.193753,,0,2025-08-07 00:33:35,2025-08-07 13:00:17,travel,Travel,1600.0
3996,How to optimize with luxury travel?,19,how_to,medium,completed,low,7.0,264.0,271.0,0.005,0.005271,2025-08-07 13:00:22.178367,,0,2025-08-07 00:33:35,2025-08-07 13:00:22,travel,Travel,1492.0
3997,User reviews of {platform},19,review,medium,completed,low,6.0,388.0,394.0,0.005,0.005394,2025-08-07 13:00:31.419753,,0,2025-08-07 00:33:35,2025-08-07 13:00:31,travel,Travel,2039.0
3998,solo travel best practices guide,19,guide,medium,completed,low,6.0,267.0,273.0,0.005,0.005273,2025-08-07 13:00:40.767873,,0,2025-08-07 00:33:35,2025-08-07 13:00:40,travel,Travel,1317.0
3999,Step-by-step flight guide,19,guide,simple,completed,low,5.0,501.0,506.0,0.005,0.005506,2025-08-07 13:00:48.761877,,0,2025-08-07 00:33:35,2025-08-07 13:00:48,travel,Travel,2242.0
4000,Difference between {concept_a} and {concept_b},19,comparison,simple,completed,low,11.0,198.0,209.0,0.005,0.005209,2025-08-07 13:00:55.296321,,0,2025-08-07 00:33:35,2025-08-07 13:00:55,travel,Travel,1050.0
4001,What's the best flight software?,19,best,simple,completed,low,7.0,426.0,433.0,0.005,0.005433,2025-08-07 13:01:01.610214,,0,2025-08-07 00:33:35,2025-08-07 13:01:01,travel,Travel,2281.0
4002,travel planning guide for beginners,19,guide,medium,completed,low,5.0,233.0,238.0,0.005,0.005238,2025-08-07 13:01:06.993416,,0,2025-08-07 00:33:35,2025-08-07 13:01:06,travel,Travel,1119.0
4003,{service_a} or {service_b}: which to choose?,19,comparison,simple,completed,low,13.0,350.0,363.0,0.005,0.005363,2025-08-07 13:01:13.225646,,0,2025-08-07 00:33:35,2025-08-07 13:01:13,travel,Travel,1825.0
4004,budget travel best practices guide,19,guide,complex,completed,low,5.0,319.0,324.0,0.005,0.005324,2025-08-07 13:01:20.357728,,0,2025-08-07 00:33:35,2025-08-07 13:01:20,travel,Travel,1696.0
4005,Comparing vacation solutions for personal use,19,comparison,simple,completed,low,7.0,309.0,316.0,0.005,0.005316,2025-08-07 13:01:28.659793,,0,2025-08-07 00:33:35,2025-08-07 13:01:28,travel,Travel,1498.0
4006,How to optimize solo travel for engagement?,19,how_to,medium,completed,low,8.0,309.0,317.0,0.005,0.005317,2025-08-07 13:01:34.529846,,0,2025-08-07 00:33:35,2025-08-07 13:01:34,travel,Travel,1643.0
4007,{product} review: is it worth it?,19,review,medium,completed,low,10.0,232.0,242.0,0.005,0.005242,2025-08-07 13:01:38.258300,,0,2025-08-07 00:33:35,2025-08-07 13:01:38,travel,Travel,1229.0
4008,hotel or travel: which to choose?,19,comparison,medium,completed,low,8.0,403.0,411.0,0.005,0.005411,2025-08-07 13:01:52.686215,,0,2025-08-07 00:33:35,2025-08-07 13:01:52,travel,Travel,2202.0
4009,Honest review of {service},19,review,simple,completed,low,7.0,272.0,279.0,0.005,0.005279,2025-08-07 13:02:02.415324,,0,2025-08-07 00:33:35,2025-08-07 13:02:02,travel,Travel,1455.0
4010,{service} pros and cons,19,review,medium,completed,low,6.0,478.0,484.0,0.005,0.005484,2025-08-07 13:02:14.874459,,0,2025-08-07 00:33:35,2025-08-07 13:02:14,travel,Travel,2525.0
4011,In-depth solo travel analysis,19,review,complex,completed,low,5.0,371.0,376.0,0.005,0.005376,2025-08-07 13:02:21.567330,,0,2025-08-07 00:33:35,2025-08-07 13:02:21,travel,Travel,2127.0
4012,What's the best flight software?,19,best,simple,completed,low,7.0,346.0,353.0,0.005,0.005353,2025-08-07 13:02:28.389158,,0,2025-08-07 00:33:35,2025-08-07 13:02:28,travel,Travel,1837.0
4013,Comparing solo travel solutions for multi-channel attribution,19,comparison,complex,completed,low,9.0,573.0,582.0,0.005,0.005582,2025-08-07 13:03:01.913627,,0,2025-08-07 00:33:35,2025-08-07 13:03:01,travel,Travel,3439.0
4014,User reviews of {platform},19,review,simple,completed,low,6.0,279.0,285.0,0.005,0.005285,2025-08-07 13:03:07.484581,,0,2025-08-07 00:33:35,2025-08-07 13:03:07,travel,Travel,1430.0
4015,luxury travel best practices guide,19,guide,medium,completed,low,6.0,507.0,513.0,0.005,0.005513,2025-08-07 13:03:17.877658,,0,2025-08-07 00:33:35,2025-08-07 13:03:17,travel,Travel,2694.0
4016,How to get started with solo travel?,19,how_to,medium,completed,low,8.0,260.0,268.0,0.005,0.005268,2025-08-07 13:03:27.278656,,0,2025-08-07 00:33:35,2025-08-07 13:03:27,travel,Travel,1305.0
4017,Complete guide to solo travel,19,guide,complex,completed,low,5.0,317.0,322.0,0.005,0.005322,2025-08-07 13:03:34.540149,,0,2025-08-07 00:33:35,2025-08-07 13:03:34,travel,Travel,1616.0
4018,luxury travel best practices guide,19,guide,complex,completed,low,6.0,360.0,366.0,0.005,0.005366,2025-08-07 13:03:43.459032,,0,2025-08-07 00:33:35,2025-08-07 13:03:43,travel,Travel,1751.0
4019,Complete guide to budget travel,19,guide,simple,completed,low,5.0,367.0,372.0,0.005,0.005372,2025-08-07 13:03:50.309486,,0,2025-08-07 00:33:35,2025-08-07 13:03:50,travel,Travel,1856.0
4020,Comparing hotel solutions for personal use,19,comparison,simple,completed,low,7.0,637.0,644.0,0.005,0.005644,2025-08-07 13:04:03.790297,,0,2025-08-07 00:33:35,2025-08-07 13:04:03,travel,Travel,3263.0
4021,{product_a} vs {product_b} comparison,19,comparison,simple,completed,low,10.0,374.0,384.0,0.005,0.005384,2025-08-07 13:04:10.586246,,0,2025-08-07 00:33:35,2025-08-07 13:04:10,travel,Travel,1973.0
4022,{service} pros and cons,19,review,simple,completed,low,6.0,342.0,348.0,0.005,0.005348,2025-08-07 13:04:16.114527,,0,2025-08-07 00:33:35,2025-08-07 13:04:16,travel,Travel,1779.0
4023,Difference between {concept_a} and {concept_b},19,comparison,simple,completed,low,11.0,369.0,380.0,0.005,0.00538,2025-08-07 13:04:22.262514,,0,2025-08-07 00:33:35,2025-08-07 13:04:22,travel,Travel,2266.0
4024,{service_a} or {service_b}: which to choose?,19,comparison,simple,completed,low,13.0,345.0,358.0,0.005,0.005358,2025-08-07 13:04:27.345937,,0,2025-08-07 00:33:35,2025-08-07 13:04:27,travel,Travel,1599.0
4025,What's the best budget travel software?,19,best,simple,completed,low,8.0,493.0,501.0,0.005,0.005501,2025-08-07 13:04:40.322081,,0,2025-08-07 00:33:35,2025-08-07 13:04:40,travel,Travel,2280.0
4026,How to design scalable with budget travel?,19,how_to,complex,completed,low,8.0,275.0,283.0,0.005,0.005283,2025-08-07 13:04:45.980240,,0,2025-08-07 00:33:35,2025-08-07 13:04:45,travel,Travel,1555.0
4027,Best budget travel tools for beginners,19,best,simple,completed,low,6.0,324.0,330.0,0.005,0.00533,2025-08-07 13:04:52.144544,,0,2025-08-07 00:33:35,2025-08-07 13:04:52,travel,Travel,1660.0
4028,Comprehensive vacation resource,19,guide,simple,completed,low,4.0,313.0,317.0,0.005,0.005317,2025-08-07 13:04:58.747235,,0,2025-08-07 00:33:35,2025-08-07 13:04:58,travel,Travel,1689.0
4029,Comparing budget travel solutions for enterprise solutions,19,comparison,medium,completed,low,8.0,376.0,384.0,0.005,0.005384,2025-08-07 13:05:05.887175,,0,2025-08-07 00:33:35,2025-08-07 13:05:05,travel,Travel,2160.0
4030,What are the best budget travel for enterprise solutions?,19,best,medium,completed,low,10.0,358.0,368.0,0.005,0.005368,2025-08-07 13:05:40.099879,,0,2025-08-07 00:33:35,2025-08-07 13:05:40,travel,Travel,1942.0
4031,How to get started with solo travel?,19,how_to,medium,completed,low,8.0,328.0,336.0,0.005,0.005336,2025-08-07 13:05:47.081902,,0,2025-08-07 00:33:35,2025-08-07 13:05:47,travel,Travel,1630.0
4032,User reviews of {platform},19,review,medium,completed,low,6.0,365.0,371.0,0.005,0.005371,2025-08-07 13:05:54.601732,,0,2025-08-07 00:33:35,2025-08-07 13:05:54,travel,Travel,1920.0
4033,solo travel guide for beginners,19,guide,simple,completed,low,6.0,351.0,357.0,0.005,0.005357,2025-08-07 13:06:03.226427,,0,2025-08-07 00:33:35,2025-08-07 13:06:03,travel,Travel,1849.0
4034,Ultimate budget travel tutorial,19,guide,medium,completed,low,5.0,299.0,304.0,0.005,0.005304,2025-08-07 13:06:10.848110,,0,2025-08-07 00:33:35,2025-08-07 13:06:10,travel,Travel,1521.0
4035,{service} pros and cons,19,review,simple,completed,low,6.0,338.0,344.0,0.005,0.005344,2025-08-07 13:06:18.775325,,0,2025-08-07 00:33:35,2025-08-07 13:06:18,travel,Travel,1832.0
4036,Best car rental platforms for small business,20,best,medium,completed,low,7.0,324.0,331.0,0.005,0.005331,2025-08-07 13:06:25.758887,,0,2025-08-07 00:33:35,2025-08-07 13:06:25,booking,Travel,1739.0
4037,Best hotel booking platforms for small business,20,best,complex,completed,low,7.0,365.0,372.0,0.005,0.005372,2025-08-07 13:06:33.231846,,0,2025-08-07 00:33:35,2025-08-07 13:06:33,booking,Travel,1808.0
4038,hotel booking alternatives comparison,20,comparison,simple,completed,low,4.0,505.0,509.0,0.005,0.005509,2025-08-07 13:06:44.994687,,0,2025-08-07 00:33:35,2025-08-07 13:06:44,booking,Travel,2976.0
4039,accommodation best practices guide,20,guide,simple,completed,low,5.0,281.0,286.0,0.005,0.005286,2025-08-07 13:06:52.945109,,0,2025-08-07 00:33:35,2025-08-07 13:06:52,booking,Travel,1616.0
4040,hotel booking alternatives comparison,20,comparison,medium,completed,low,4.0,547.0,551.0,0.005,0.005551,2025-08-07 13:07:04.664717,,0,2025-08-07 00:33:35,2025-08-07 13:07:04,booking,Travel,3128.0
4041,What are the best hotel booking for enterprise solutions?,20,best,medium,completed,low,10.0,372.0,382.0,0.005,0.005382,2025-08-07 13:07:11.786248,,0,2025-08-07 00:33:35,2025-08-07 13:07:11,booking,Travel,2152.0
4042,Comprehensive travel insurance resource,20,guide,complex,completed,low,5.0,344.0,349.0,0.005,0.005349,2025-08-07 13:07:21.147739,,0,2025-08-07 00:33:35,2025-08-07 13:07:21,booking,Travel,1868.0
4043,Best flight booking tools for enterprise architects,20,best,complex,completed,low,7.0,492.0,499.0,0.005,0.005499,2025-08-07 13:07:30.066305,,0,2025-08-07 00:33:35,2025-08-07 13:07:30,booking,Travel,2668.0
4044,Difference between {concept_a} and {concept_b},20,comparison,medium,completed,low,11.0,351.0,362.0,0.005,0.005362,2025-08-07 13:07:37.159913,,0,2025-08-07 00:33:35,2025-08-07 13:07:37,booking,Travel,1775.0
4045,Comprehensive travel insurance resource,20,guide,simple,completed,low,5.0,404.0,409.0,0.005,0.005409,2025-08-07 13:07:43.377522,,0,2025-08-07 00:33:35,2025-08-07 13:07:43,booking,Travel,2119.0
4046,Best flight booking platforms for small business,20,best,medium,completed,low,7.0,331.0,338.0,0.005,0.005338,2025-08-07 13:07:51.119422,,0,2025-08-07 00:33:35,2025-08-07 13:07:51,booking,Travel,1785.0
4047,What's the best booking software?,20,best,simple,completed,low,7.0,367.0,374.0,0.005,0.005374,2025-08-07 13:07:58.309503,,0,2025-08-07 00:33:35,2025-08-07 13:07:58,booking,Travel,2062.0
4048,Which car rental is the best for integration?,20,best,medium,completed,low,9.0,445.0,454.0,0.005,0.005454,2025-08-07 13:08:08.769641,,0,2025-08-07 00:33:35,2025-08-07 13:08:08,booking,Travel,2579.0
4049,In-depth {product} analysis,20,review,simple,completed,low,6.0,406.0,412.0,0.005,0.005412,2025-08-07 13:08:15.469136,,0,2025-08-07 00:33:35,2025-08-07 13:08:15,booking,Travel,2240.0
4050,How does car rental work for e-commerce?,20,how_to,medium,completed,low,9.0,339.0,348.0,0.005,0.005348,2025-08-07 13:08:26.797089,,0,2025-08-07 00:33:35,2025-08-07 13:08:26,booking,Travel,1867.0
4051,{product} review: is it worth it?,20,review,simple,completed,low,10.0,358.0,368.0,0.005,0.005368,2025-08-07 13:08:36.127032,,0,2025-08-07 00:33:35,2025-08-07 13:08:36,booking,Travel,1886.0
4052,Comprehensive hotel booking resource,20,guide,simple,completed,low,5.0,481.0,486.0,0.005,0.005486,2025-08-07 13:08:44.284863,,0,2025-08-07 00:33:35,2025-08-07 13:08:44,booking,Travel,2718.0
4053,Difference between {concept_a} and {concept_b},20,comparison,simple,completed,low,11.0,328.0,339.0,0.005,0.005339,2025-08-07 13:08:50.970571,,0,2025-08-07 00:33:35,2025-08-07 13:08:50,booking,Travel,1747.0
4054,Comprehensive hotel booking resource,20,guide,simple,completed,low,5.0,361.0,366.0,0.005,0.005366,2025-08-07 13:08:59.562986,,0,2025-08-07 00:33:35,2025-08-07 13:08:59,booking,Travel,2003.0
4055,{product_a} vs {product_b} comparison,20,comparison,complex,completed,low,10.0,350.0,360.0,0.005,0.00536,2025-08-07 13:09:06.794276,,0,2025-08-07 00:33:35,2025-08-07 13:09:06,booking,Travel,1808.0
4056,In-depth {product} analysis,20,review,medium,completed,low,6.0,468.0,474.0,0.005,0.005474,2025-08-07 13:09:15.541114,,0,2025-08-07 00:33:35,2025-08-07 13:09:15,booking,Travel,2427.0
4057,User reviews of {platform},20,review,medium,completed,low,6.0,400.0,406.0,0.005,0.005406,2025-08-07 13:09:21.362260,,0,2025-08-07 00:33:35,2025-08-07 13:09:21,booking,Travel,2041.0
4058,How to optimize travel insurance for ROI?,20,how_to,medium,completed,low,8.0,289.0,297.0,0.005,0.005297,2025-08-07 13:09:25.634129,,0,2025-08-07 00:33:35,2025-08-07 13:09:25,booking,Travel,1612.0
4059,Best car rental platforms for small business,20,best,complex,completed,low,7.0,329.0,336.0,0.005,0.005336,2025-08-07 13:09:32.522179,,0,2025-08-07 00:33:35,2025-08-07 13:09:32,booking,Travel,1710.0
4060,In-depth {product} analysis,20,review,simple,completed,low,6.0,445.0,451.0,0.005,0.005451,2025-08-07 13:09:43.395124,,0,2025-08-07 00:33:35,2025-08-07 13:09:43,booking,Travel,2490.0
4061,What are the best travel insurance for enterprise solutions?,20,best,medium,completed,low,10.0,336.0,346.0,0.005,0.005346,2025-08-07 13:09:49.381477,,0,2025-08-07 00:33:35,2025-08-07 13:09:49,booking,Travel,1836.0
4062,User reviews of {platform},20,review,simple,completed,low,6.0,366.0,372.0,0.005,0.005372,2025-08-07 13:09:55.596563,,0,2025-08-07 00:33:35,2025-08-07 13:09:55,booking,Travel,1888.0
4063,{product_a} vs {product_b} comparison,20,comparison,simple,completed,low,10.0,473.0,483.0,0.005,0.005483,2025-08-07 13:10:06.787980,,0,2025-08-07 00:33:35,2025-08-07 13:10:06,booking,Travel,2568.0
4064,Difference between {concept_a} and {concept_b},20,comparison,simple,completed,low,11.0,370.0,381.0,0.005,0.005381,2025-08-07 13:10:15.015538,,0,2025-08-07 00:33:35,2025-08-07 13:10:15,booking,Travel,1988.0
4065,{service} pros and cons,20,review,medium,completed,low,6.0,431.0,437.0,0.005,0.005437,2025-08-07 13:10:29.469709,,0,2025-08-07 00:33:35,2025-08-07 13:10:29,booking,Travel,2240.0
4066,Honest review of car rental,20,review,complex,completed,low,6.0,374.0,380.0,0.005,0.00538,2025-08-07 13:10:36.293812,,0,2025-08-07 00:33:35,2025-08-07 13:10:36,booking,Travel,2050.0
4067,How to implement car rental strategy?,20,how_to,medium,completed,low,7.0,316.0,323.0,0.005,0.005323,2025-08-07 13:10:44.420192,,0,2025-08-07 00:33:35,2025-08-07 13:10:44,booking,Travel,1815.0
4068,travel insurance comparison: which is better?,20,comparison,medium,completed,low,8.0,297.0,305.0,0.005,0.005305,2025-08-07 13:10:51.314192,,0,2025-08-07 00:33:35,2025-08-07 13:10:51,booking,Travel,1441.0
4069,Comparing rental solutions for startups,20,comparison,simple,completed,low,6.0,548.0,554.0,0.005,0.005554,2025-08-07 13:11:00.676471,,0,2025-08-07 00:33:35,2025-08-07 13:11:00,booking,Travel,3139.0
4070,hotel booking best practices guide,20,guide,medium,completed,low,5.0,300.0,305.0,0.005,0.005305,2025-08-07 13:11:12.922552,,0,2025-08-07 00:33:35,2025-08-07 13:11:12,booking,Travel,1499.0
4071,How to optimize car rental for growth?,20,how_to,simple,completed,low,8.0,348.0,356.0,0.005,0.005356,2025-08-07 13:11:23.669064,,0,2025-08-07 00:33:35,2025-08-07 13:11:23,booking,Travel,1922.0
4072,car rental best practices guide,20,guide,medium,completed,low,5.0,320.0,325.0,0.005,0.005325,2025-08-07 13:11:30.086508,,0,2025-08-07 00:33:35,2025-08-07 13:11:30,booking,Travel,1579.0
4073,car rental reviews and ratings,20,review,simple,completed,low,5.0,330.0,335.0,0.005,0.005335,2025-08-07 13:11:39.016823,,0,2025-08-07 00:33:35,2025-08-07 13:11:39,booking,Travel,1582.0
4074,Comparing flight booking solutions for e-commerce,20,comparison,medium,completed,low,8.0,587.0,595.0,0.005,0.005595,2025-08-07 13:11:53.415925,,0,2025-08-07 00:33:35,2025-08-07 13:11:53,booking,Travel,3322.0
4075,Comprehensive travel insurance resource,20,guide,medium,completed,low,5.0,439.0,444.0,0.005,0.005444,2025-08-07 13:12:01.421334,,0,2025-08-07 00:33:35,2025-08-07 13:12:01,booking,Travel,2425.0
4076,Comprehensive travel insurance resource,20,guide,medium,completed,low,5.0,371.0,376.0,0.005,0.005376,2025-08-07 13:12:10.361768,,0,2025-08-07 00:33:35,2025-08-07 13:12:10,booking,Travel,2008.0
4077,How to optimize reservation for results?,20,how_to,simple,completed,low,7.0,318.0,325.0,0.005,0.005325,2025-08-07 13:12:17.738778,,0,2025-08-07 00:33:35,2025-08-07 13:12:17,booking,Travel,1745.0
4078,Comprehensive hotel booking resource,20,guide,medium,completed,low,5.0,459.0,464.0,0.005,0.005464,2025-08-07 13:12:26.796471,,0,2025-08-07 00:33:35,2025-08-07 13:12:26,booking,Travel,2628.0
4079,Difference between {concept_a} and {concept_b},20,comparison,simple,completed,low,11.0,230.0,241.0,0.005,0.005241,2025-08-07 13:12:33.346752,,0,2025-08-07 00:33:35,2025-08-07 13:12:33,booking,Travel,1171.0
4080,travel insurance pros and cons,20,review,complex,completed,low,5.0,374.0,379.0,0.005,0.005379,2025-08-07 13:12:40.244641,,0,2025-08-07 00:33:35,2025-08-07 13:12:40,booking,Travel,1886.0
4081,How to choose the right travel insurance?,20,how_to,simple,completed,low,8.0,354.0,362.0,0.005,0.005362,2025-08-07 13:12:48.112355,,0,2025-08-07 00:33:35,2025-08-07 13:12:48,booking,Travel,1771.0
4082,In-depth {product} analysis,20,review,simple,completed,low,6.0,514.0,520.0,0.005,0.00552,2025-08-07 13:12:56.487533,,0,2025-08-07 00:33:35,2025-08-07 13:12:56,booking,Travel,2724.0
4083,{service} pros and cons,20,review,simple,completed,low,6.0,410.0,416.0,0.005,0.005416,2025-08-07 13:13:04.790525,,0,2025-08-07 00:33:35,2025-08-07 13:13:04,booking,Travel,2132.0
4084,Honest review of {service},20,review,simple,completed,low,7.0,261.0,268.0,0.005,0.005268,2025-08-07 13:13:09.257053,,0,2025-08-07 00:33:35,2025-08-07 13:13:09,booking,Travel,1420.0
4085,{service} pros and cons,20,review,simple,completed,low,6.0,459.0,465.0,0.005,0.005465,2025-08-07 13:13:19.956756,,0,2025-08-07 00:33:35,2025-08-07 13:13:19,booking,Travel,2591.0
4086,User reviews of reservation,20,review,complex,completed,low,4.0,280.0,284.0,0.005,0.005284,2025-08-07 13:13:24.294248,,0,2025-08-07 00:33:35,2025-08-07 13:13:24,booking,Travel,1516.0
4087,How to implement travel deals strategy?,20,how_to,simple,completed,low,7.0,324.0,331.0,0.005,0.005331,2025-08-07 13:13:38.069415,,0,2025-08-07 00:33:35,2025-08-07 13:13:38,booking,Travel,1715.0
4088,Comparing reservation solutions for beginners,20,comparison,simple,completed,low,6.0,439.0,445.0,0.005,0.005445,2025-08-07 13:13:50.894689,,0,2025-08-07 00:33:35,2025-08-07 13:13:50,booking,Travel,2242.0
4089,Best flight booking tools for enterprise architects,20,best,complex,completed,low,7.0,385.0,392.0,0.005,0.005392,2025-08-07 13:14:01.415269,,0,2025-08-07 00:33:35,2025-08-07 13:14:01,booking,Travel,2285.0
4090,How does reservation work for startups?,20,how_to,simple,completed,low,7.0,351.0,358.0,0.005,0.005358,2025-08-07 13:14:15.335800,,0,2025-08-07 00:33:35,2025-08-07 13:14:15,booking,Travel,2002.0
4091,reservation alternatives comparison,20,comparison,simple,completed,low,3.0,573.0,576.0,0.005,0.005576,2025-08-07 13:14:24.775345,,0,2025-08-07 00:33:35,2025-08-07 13:14:24,booking,Travel,3405.0
4092,User reviews of {platform},20,review,simple,completed,low,6.0,364.0,370.0,0.005,0.00537,2025-08-07 13:14:33.769280,,0,2025-08-07 00:33:35,2025-08-07 13:14:33,booking,Travel,1692.0
4093,rental comparison: which is better?,20,comparison,simple,completed,low,8.0,333.0,341.0,0.005,0.005341,2025-08-07 13:14:39.928102,,0,2025-08-07 00:33:35,2025-08-07 13:14:39,booking,Travel,1751.0
4094,Complete guide to hotel booking,20,guide,complex,completed,low,5.0,447.0,452.0,0.005,0.005452,2025-08-07 13:14:48.754262,,0,2025-08-07 00:33:35,2025-08-07 13:14:48,booking,Travel,2297.0
4095,How to choose the right reservation?,20,how_to,simple,completed,low,7.0,250.0,257.0,0.005,0.005257,2025-08-07 13:14:55.391646,,0,2025-08-07 00:33:35,2025-08-07 13:14:55,booking,Travel,1388.0
4096,{service} pros and cons,20,review,simple,completed,low,6.0,385.0,391.0,0.005,0.005391,2025-08-07 13:15:02.475194,,0,2025-08-07 00:33:35,2025-08-07 13:15:02,booking,Travel,1995.0
4097,rental guide for beginners,20,guide,simple,completed,low,5.0,340.0,345.0,0.005,0.005345,2025-08-07 13:15:08.541033,,0,2025-08-07 00:33:35,2025-08-07 13:15:08,booking,Travel,1826.0
4098,Best car rental platforms for small business,20,best,medium,completed,low,7.0,395.0,402.0,0.005,0.005402,2025-08-07 13:15:14.950327,,0,2025-08-07 00:33:35,2025-08-07 13:15:14,booking,Travel,2052.0
